更新时间,#genre#
VIUTV英,https://pixman.mytvsuper.com.mp/Smart.php?id=viusix_twn
RTHK-31,https://pixman.mytvsuper.com.mp/Smart.php?id=rhk31_twn
RTHK-32,https://pixman.mytvsuper.com.mp/Smart.php?id=rhk32_twn
天映,https://pixman.mytvsuper.com.mp/Smart.php?id=Celestial
天映,https://pixman.mytvsuper.com.mp/Smart.php?id=ctv18_twn
Astr爱奇,https://pixman.mytvsuper.com.mp/Smart.php?id=Qiyi
AstrQJ国,https://pixman.mytvsuper.com.mp/Smart.php?id=Quanjia
Astr欢喜,https://pixman.mytvsuper.com.mp/Smart.php?id=Huahee


💓AKTV🚀📶,#genre#
Channel 5 HD,http://aktv_stream.m16tv.cfd/stream/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://aktv_stream.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
Channel U HD,http://aktv_stream.m16tv.cfd/stream/aktv/channeluhd/AKTV.m3u8
PopC,http://aktv_stream.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv_stream.m16tv.cfd/stream/aktv/rockaction/AKTV.m3u8
tvN,http://aktv_stream.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8
中天新聞台,http://aktv_stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
千禧經典台(HK),http://aktv_stream.m16tv.cfd/stream/aktv/null-15/AKTV.m3u8
娛樂新聞台(HK),http://aktv_stream.m16tv.cfd/stream/aktv/hk/AKTV.m3u8
寰宇新聞台,http://aktv_stream.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
明珠剧集台(北美),http://aktv_stream.m16tv.cfd/stream/aktv/null-19/AKTV.m3u8
明珠台,http://aktv_stream.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
無線新聞台,http://aktv_stream.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
美亞電影台(HK),http://aktv_stream.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
翡翠剧集台(北美),http://aktv_stream.m16tv.cfd/stream/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv_stream.m16tv.cfd/stream/aktv/null/AKTV.m3u8
翡翠台 4K,http://aktv_stream.m16tv.cfd/stream/aktv/4k/AKTV.m3u8
翡翠综合台(北美),http://aktv_stream.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
鳳凰中文,http://aktv_stream.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv_stream.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv_stream.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
黃金翡翠台,http://aktv_stream.m16tv.cfd/stream/aktv/null-21/AKTV.m3u8
28AI智慧賽馬,http://aktv_stream.m16tv.cfd/stream/aktv1/28ai/AKTV.m3u8
myTV SUPER 18台,http://aktv_stream.m16tv.cfd/stream/aktv1/mytvsuper18/AKTV.m3u8
TVB Plus,http://aktv_stream.m16tv.cfd/stream/aktv1/tvbplus/AKTV.m3u8
AXN,http://aktv_stream.m16tv.cfd/stream/aktv2/axn/AKTV.m3u8
Love Nature HD,http://aktv_stream.m16tv.cfd/stream/aktv2/lovenaturehd/AKTV.m3u8
无线新闻台(北美),http://aktv_stream.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
東森新聞,http://aktv_stream.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
Animax(HK),http://aktv_stream.m16tv.cfd/stream/aktv3/animaxhk/AKTV.m3u8
DW,http://aktv_stream.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
France 24,http://aktv_stream.m16tv.cfd/stream/aktv3/france24/AKTV.m3u8
KIX,http://aktv_stream.m16tv.cfd/stream/aktv3/kix/AKTV.m3u8
NHK World-Japan,http://aktv_stream.m16tv.cfd/stream/aktv3/nhkworldjapan/AKTV.m3u8
Nick Jr,http://aktv_stream.m16tv.cfd/stream/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv_stream.m16tv.cfd/stream/aktv3/nickelodeon/AKTV.m3u8
Thrill,http://aktv_stream.m16tv.cfd/stream/aktv3/thrill/AKTV.m3u8
Xite Hits,http://aktv_stream.m16tv.cfd/stream/aktv3/xitehits/AKTV.m3u8
Xite Rock,http://aktv_stream.m16tv.cfd/stream/aktv3/xiterock/AKTV.m3u8
ZooMoo,http://aktv_stream.m16tv.cfd/stream/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv_stream.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv_stream.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv_stream.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
Celestial Classic Movies,http://aktv_stream.m16tv.cfd/stream/astro_a1/celestialclassicmovies/AKTV.m3u8
Celestial Movies,http://aktv_stream.m16tv.cfd/stream/astro_a1/celestialmovies/AKTV.m3u8
CINEMAWORLD,http://aktv_stream.m16tv.cfd/stream/astro_a1/ch31/AKTV.m3u8
FIGHT SPORTS,http://aktv_stream.m16tv.cfd/stream/astro_a1/ch85/AKTV.m3u8
Mediacorp Entertainment Chinese,http://aktv_stream.m16tv.cfd/stream/astro_a1/mediacorpentertainmentchinese/AKTV.m3u8
NBA TV,http://aktv_stream.m16tv.cfd/stream/astro_a1/ch84/AKTV.m3u8
Sukan,http://aktv_stream.m16tv.cfd/stream/astro_a1/ch89/AKTV.m3u8
TV9,http://aktv_stream.m16tv.cfd/stream/astro_a1/ch18/AKTV.m3u8
TVB Jade,http://aktv_stream.m16tv.cfd/stream/astro_a1/tvbjade/AKTV.m3u8
TVB Xing He,http://aktv_stream.m16tv.cfd/stream/astro_a1/tvbxinghe/AKTV.m3u8
Unifi Sport,http://aktv_stream.m16tv.cfd/stream/astro_a1/ch88/AKTV.m3u8
曼聯電視頻道,http://aktv_stream.m16tv.cfd/stream/astro_a1/ch87/AKTV.m3u8
朝鮮恩情台,http://aktv_stream.m16tv.cfd/stream/nknews/null/AKTV.m3u8
ELTV生活英語台,http://aktv_stream.m16tv.cfd/stream/taiwan/eltv/AKTV.m3u8
三立新聞iNEWS,http://aktv_stream.m16tv.cfd/stream/taiwan/inews/AKTV.m3u8
中視,http://aktv_stream.m16tv.cfd/stream/taiwan/null-4/AKTV.m3u8
中視新聞,http://aktv_stream.m16tv.cfd/stream/taiwan/null-13/AKTV.m3u8
台視,http://aktv_stream.m16tv.cfd/stream/taiwan/null-3/AKTV.m3u8
台視新聞,http://aktv_stream.m16tv.cfd/stream/taiwan/null-15/AKTV.m3u8
華視,http://aktv_stream.m16tv.cfd/stream/taiwan/null-5/AKTV.m3u8
龍華偶像台,http://aktv_stream.m16tv.cfd/stream/taiwan/null-9/AKTV.m3u8
龍華日韓台,http://aktv_stream.m16tv.cfd/stream/taiwan/null-7/AKTV.m3u8
龍華電影台,http://aktv_stream.m16tv.cfd/stream/taiwan/null-8/AKTV.m3u8
beIN SPORTS XTRA,http://aktv_stream.m16tv.cfd/stream/test/beinsportsxtra/AKTV.m3u8
PAC12,http://aktv_stream.m16tv.cfd/stream/test/pac12/AKTV.m3u8
Tennis Channel DE,http://aktv_stream.m16tv.cfd/stream/test/tennischannel/AKTV.m3u8
緯來體育,http://aktv_stream.m16tv.cfd/stream/test/null/AKTV.m3u8
Asian Action,http://aktv_stream.m16tv.cfd/stream/tuntun/asianaction/AKTV.m3u8
Astro Football,http://aktv_stream.m16tv.cfd/stream/tuntun/astrofootball/AKTV.m3u8
Astro IQIYI,http://aktv_stream.m16tv.cfd/stream/tuntun/fashiontv4k/AKTV.m3u8
Astro QJ,http://aktv_stream.m16tv.cfd/stream/tuntun/astroqj/AKTV.m3u8
Astro 欢喜台,http://aktv_stream.m16tv.cfd/stream/tuntun/astro/AKTV.m3u8
Red Bull Sports,http://aktv_stream.m16tv.cfd/stream/tuntun/redbullsports/AKTV.m3u8
YES network,http://aktv_stream.m16tv.cfd/stream/tuntun/foxsports1us/AKTV.m3u8
CBS SPORTS NETWORK,http://aktv_stream.m16tv.cfd/stream/useradd1/cbssportsnetwork/AKTV.m3u8
ESPN,http://aktv_stream.m16tv.cfd/stream/useradd1/espn/AKTV.m3u8
ESPN NEWS,http://aktv_stream.m16tv.cfd/stream/useradd1/espnnews/AKTV.m3u8
MLB_NETWORK,http://aktv_stream.m16tv.cfd/stream/useradd1/mlbnetwork/AKTV.m3u8
Tennis Channel 2 US,http://aktv_stream.m16tv.cfd/stream/useradd1/tennischannel2us/AKTV.m3u8
Tennis Channel US,http://aktv_stream.m16tv.cfd/stream/useradd1/tennischannelus/AKTV.m3u8
US MTV LIVE,http://aktv_stream.m16tv.cfd/stream/useradd1/usmtvlive/AKTV.m3u8
viuTV,http://aktv_stream.m16tv.cfd/stream/useradd1/viutv/AKTV.m3u8


💓台湾台📶,#genre#
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧,http://211.72.65.236:8531/.m3u8
八大戏剧,http://122.117.71.103:8530/http/61.222.53.250:8081/hls/66/808/ch23.m3u8
八大戏剧,http://50.7.234.10:8278/badadrama/playlist.m3u8?tid=ME4E4734124647341246&ct=19225&tsum=c4e596572a79ad99675ee2137d1cc43d
八大戏剧,https://stream1.freetv.fun/6b1701a07ea621155cdaa9ee604b6c6ebc763093fafaf493ce7a3c2e206be799.m3u8
八大戏剧,https://stream1.freetv.fun/ba-da-xi-ju-1.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大第一,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=MD2D8073200480732004&ct=19254&tsum=5cb051b366ad3740cebcc06a987d749e
八大第一,http://211.72.65.236:8519/.m3u8
八大第一,http://50.7.234.10:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大综合,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv039
八大综合,http://211.72.65.236:8520/.m3u8
八大综合,https://stream1.freetv.fun/ba-da-zong-he-2.m3u8
八大综合,https://stream1.freetv.fun/ba-da-zong-he-1.m3u8
八大精彩,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv034
八大精彩,https://4gtv.pendy.us.kg/4gtv.php?id=4gtv-4gtv034
寰宇新聞,http://222.128.55.152:9080/live/hy.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$LR•IPV4『线路1』
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8$LR•IPV4『线路8』
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts$LR•IPV4『线路6』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$LR•IPV4『线路2』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$LR•IPV4『线路3』
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$LR•IPV4『线路6』
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$LR•IPV4『线路8』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$LR•IPV4『线路11』
TVBS,http://209.141.58.162:4994/proxy?url=http%3A//209.141.58.162%3A5050/litv/4gtv-4gtv073
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森洋片,http://50.7.234.10:8278/ettvwestern/playlist.m3u8?tid=mfdfc048e6c2416337202&ct=17874&tsum=cad39b26202d525ea820bee1d69e545f
东森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
华语,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
三立新闻,http://122.117.71.103:8542/http/61.222.53.250:8081/hls/75/817/ch59.m3u8
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-4.m3u8
三立新闻,https://stream1.freetv.fun/san-li-xin-wen-5.ctv
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立戏剧,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
中视HD,rtmp://f13h.mine.nu/sat/tv091
中视HD,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中天娱乐,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
非凡新闻,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv010
纬来综合,http://211.72.65.236:8518/.m3u8
纬来精采,http://61.221.215.25:8800/hls/48/index.m3u8
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
台视,rtmp://f13h.mine.nu/sat/tv071
华视,rtmp://f13h.mine.nu/sat/tv111
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
美亞電影TW,p3p://167.114.175.6:55331/62883c4f000a4ca3c722d5ec04fb74e7
华视新闻,https://stream1.freetv.fun/hua-shi-2.m3u8
华视新闻,http://211.72.65.236:8503/.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
華視戲劇,https://ghp.ci/https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
星光综合台,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
TiTV,http://37.27.111.214:8080/live/2/hls.m3u8
猪哥亮歌厅秀,p3p://167.114.175.6:55331/6452bbf2000d02457466242b0e5c5ea2
猪哥亮歌厅秀,p3p://173.208.176.178:31809/6452bbf2000d02457466242b0e5c5ea2
猪哥亮歌厅秀,p3p://108.181.32.169:28526/642d012f00030a3c0925e9a4065b1986
靖洋戏剧,https://stream1.freetv.fun/jing-yang-xi-ju-1.ctv
靖洋戏剧,p3p://108.181.32.169:26514/642521b000094942ea651baa457674cb
靖洋戏剧,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/4gtv-4gtv045
靖洋卡通,http://104.244.79.187:4994/proxy?url=http%3A//104.244.79.187%3A5050/litv/4gtv-4gtv057
大爱1,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱1,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大爱2,http://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大爱2,http://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱2,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
EYE-戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eyetvxiju_twn
ELTA影剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eltayingju_twn
Astr爱奇,https://haoyunlai.serv00.net/Smartv-1.php?id=Qiyi
AstrQJ国,https://haoyunlai.serv00.net/Smartv-1.php?id=Quanjia
Astr欢喜,https://haoyunlai.serv00.net/Smartv-1.php?id=Huahee
tvbs新闻,http://122.117.71.103:8543/tvbs新闻.m3u8
三立新闻,http://122.117.71.103:8542/三立新闻.m3u8
Obcyoyo,http://122.117.71.103:8515/Obcyoyo.m3u8
纬来电影,http://108.181.20.197/livehttpplay?channel_id=20199
好莱坞电影,http://108.181.20.197/livehttpplay?channel_id=20062
东森洋片,http://108.181.20.197/livehttpplay?channel_id=20080
龙祥时代电影,http://108.181.20.197/livehttpplay?channel_id=20114
龙华日韩,http://108.181.20.197/livehttpplay?channel_id=20081
龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
FGM电影,http://108.181.20.197/livehttpplay?channel_id=10123
天映经典,http://108.181.20.197/livehttpplay?channel_id=20063
八大娱乐,http://108.181.20.197/livehttpplay?channel_id=20071
东森财经,http://108.181.20.197/livehttpplay?channel_id=20078
纬来戏剧,http://108.181.20.197/livehttpplay?channel_id=20200
纬来娱乐,http://108.181.20.197/livehttpplay?channel_id=20202
纬来日本,http://108.181.20.197/livehttpplay?channel_id=20303
ELTA体育1,http://108.181.20.197/livehttpplay?channel_id=20043
ELTA体育2,http://108.181.20.197/livehttpplay?channel_id=20107
TVBS精彩,http://108.181.20.197/livehttpplay?channel_id=20136
壹新闻,http://108.181.20.197/livehttpplay?channel_id=20028
台视,http://108.181.20.197/livehttpplay?channel_id=20076
公视,http://108.181.20.197/livehttpplay?channel_id=20087
中视,http://108.181.20.197/livehttpplay?channel_id=20088
星河,http://108.181.20.197/livehttpplay?channel_id=20070
采昌,http://108.181.20.197/livehttpplay?channel_id=20141
ELEVENSPORTS1,http://108.181.20.197/livehttpplay?channel_id=10104
ELEVENSPORTS2,http://108.181.20.197/livehttpplay?channel_id=10105
动画片,http://61.221.215.25:8800/hls/40/index.m3u8
尼克动画,http://108.181.20.197/livehttpplay?channel_id=20089
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
博斯运动,http://108.181.20.197/livehttpplay?channel_id=10131
年代新闻,http://108.181.20.197/livehttpplay?channel_id=20033
龙祥电影,https://pixman.mytvsuper.com.mp/Smart.php?id=lungxiangtime_twn
纬来电影,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandmovie
中天新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=ctinews
tvbs新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbs_n
年代新闻,https://pixman.mytvsuper.com.mp/Smart.php?id=niandainews_twn
民视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ftvhd_taiwan
中视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=zhongshihd_twn
华视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ctshd_twn
台视闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=ttv_taiwan
tvbs闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbs
tvbs欢乐,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbshuanle_twn
公视台语,https://pixman.mytvsuper.com.mp/Smart.php?id=ctv2_twn
台视综合,https://pixman.mytvsuper.com.mp/Smart.php?id=ttvzhonghe
八大娱乐,https://pixman.mytvsuper.com.mp/Smart.php?id=badaentertain
东森洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvwestern
东森幼幼,https://pixman.mytvsuper.com.mp/Smart.php?id=yoyo_twn
东森财经,https://pixman.mytvsuper.com.mp/Smart.php?id=ettvcaijing_twn
寰宇财经,https://pixman.mytvsuper.com.mp/Smart.php?id=huanyutaiwan_twn
华艺综合,https://pixman.mytvsuper.com.mp/Smart.php?id=weishichinese_twn
阿里郎综,https://pixman.mytvsuper.com.mp/Smart.php?id=arirang_twn
AXN电影,https://pixman.mytvsuper.com.mp/Smart.php?id=axn_twn
CInemax,https://pixman.mytvsuper.com.mp/Smart.php?id=cinemax_twn
HBo,https://pixman.mytvsuper.com.mp/Smart.php?id=hbohd_twn
HBo家庭,https://pixman.mytvsuper.com.mp/Smart.php?id=fyi_twn
好莱电影,https://pixman.mytvsuper.com.mp/Smart.php?id=hollywoodmovies_twn
龙华经典,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuajingdian_twn
龙华电影,https://pixman.mytvsuper.com.mp/Smart.php?id=xingwei_movie
龙华偶像,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuaidol_twn
龙华洋片,https://pixman.mytvsuper.com.mp/Smart.php?id=lunghuawestern_twn
纬来日本,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandjapan
纬来综合,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandzonghe
纬来育乐,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandyule
纬来精彩,https://pixman.mytvsuper.com.mp/Smart.php?id=videolandspecial_twn
靖天国际,https://pixman.mytvsuper.com.mp/Smart.php?id=jingtianintl_twn
靖天卡通,https://pixman.mytvsuper.com.mp/Smart.php?id=jingtiancartoon_twn
大爱壹,https://pixman.mytvsuper.com.mp/Smart.php?id=daai_twn
大爱贰,https://pixman.mytvsuper.com.mp/Smart.php?id=daai2_twn
好消息贰,https://pixman.mytvsuper.com.mp/Smart.php?id=good2_twn
三立闽南,https://pixman.mytvsuper.com.mp/Smart.php?id=sanlitaiwan
ELta影剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eltayingju_twn
ELta综合,https://pixman.mytvsuper.com.mp/Smart.php?id=eltazonghe_twn
ELTA体1,https://pixman.mytvsuper.com.mp/Smart.php?id=eltasport_twn
ELTA体3,https://pixman.mytvsuper.com.mp/Smart.php?id=eltasport3_twn
Eleven一,https://pixman.mytvsuper.com.mp/Smart.php?id=golfchannel_twn
博斯无限,https://pixman.mytvsuper.com.mp/Smart.php?id=bosiunlimited_twn
博斯网球,https://pixman.mytvsuper.com.mp/Smart.php?id=bositennis_twn
博斯运动壹特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosisport1_twn
博斯运动贰特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosisport2_twn
博斯高球壹特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosigolf1_twn
博斯高球贰特,https://pixman.mytvsuper.com.mp/Smart.php?id=bosigolf2_twn
探索亚洲,https://pixman.mytvsuper.com.mp/Smart.php?id=discoverytwn_twn
野生动物,https://pixman.mytvsuper.com.mp/Smart.php?id=natgeowild_twn
亚洲美食,https://pixman.mytvsuper.com.mp/Smart.php?id=afc_twn
亚洲旅游,https://pixman.mytvsuper.com.mp/Smart.php?id=asiatravel_twn
亚洲TLC,https://pixman.mytvsuper.com.mp/Smart.php?id=tlc_twn
EYE-旅游,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvtravel_twn
EYE-戏剧,https://pixman.mytvsuper.com.mp/Smart.php?id=eyetvxiju_twn
MTv,https://pixman.mytvsuper.com.mp/Smart.php?id=mtvhd_twn
壹新聞,http://108.181.20.197/livehttpplay?channel_id=20028
年代新聞,http://108.181.20.197/livehttpplay?channel_id=20033
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
非凡新聞,rtmp://f13h.mine.nu/sat/tv581


💓电视剧🔁,#genre#
父母爱情,http://cdn.jdshipin.com:8880/huya.php?id=11602071
士兵突击,http://cdn.jdshipin.com:8880/huya.php?id=11342430
神医喜来乐,http://cdn.jdshipin.com:8880/huya.php?id=11601978
武林外传,http://cdn.jdshipin.com:8880/huya.php?id=21059598
雍正王朝,http://cdn.jdshipin.com:8880/huya.php?id=11342439
康熙微服私访记,http://cdn.jdshipin.com:8880/huya.php?id=11342418


💓优质个源,#genre#
舌尖上的中国第1季,https://lunbo.freetv.top/yy/1354930952
舌尖上的中国第2季,https://live.metshop.top/yy/1354930943
舌尖上的中国第2季,https://www.goodiptv.club/yy/1354930943
舌尖上的中国第2季,https://lunbo.freetv.top/yy/1354930943
未知,http://37.27.111.214:8080/live/35/hls.m3u8
探索科学,http://50.7.234.10:8278/discoverysc_twn/playlist.m3u8?tid=MA5A1483878814838788&ct=19234&tsum=0ddc2f194c37e1b7d091efc180f3de7a


💓儿童专享,#genre#
Animax(HK),http://aktv.top/AKTV/live/aktv3/animaxhk/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
蜡笔小新,http://dns.yiandrive.com:15907/bilibili/30837590
海绵宝宝,http://dns.yiandrive.com:15907/bilibili/27482796
哆啦A梦,http://dns.yiandrive.com:15907/bilibili/14745943
名侦探柯南,http://dns.yiandrive.com:15907/bilibili/1712960281
CN卡通,http://50.7.234.10:8278/momo1_twn/playlist.m3u8?ct=19225&tid=MA0A4898983648989836&tsum=bd109117d126916f203880b1f2063d5e
CN卡通,http://125.227.210.55:8167/VideoInput/play.ts
CN卡通,https://stream1.freetv.fun/cnqia-tong-1.ctv
CN卡通,p3p://108.181.20.159:40159/61ded38e000d52023d43f93e0ee00012
东森幼幼,http://50.7.234.10:8278/yoyo_twn/playlist.m3u8?ct=17874&tid=m84c9b210bc7f11269156&tsum=51340c8fb7ca02ab978ee0791843501d
东森幼幼,http://122.117.71.103:8515/http/61.222.53.250:8081/hls/63/805/ch09.m3u8
龙华卡通,http://122.117.71.103:8516/http/61.222.53.250:8068/hls/14/80/cstv14.m3u8
青春动漫BestTV,http://wouu.net:9977/udp/239.93.0.146:5140
青春动漫BestTV,https://stream1.freetv.fun/f76fcb63fb8411dcdbaf2436fe6c56ae2ff9f84ff3286b60a2c673d65de670ca.ctv
黑莓动画,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226935/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EUc618y1E09GbQwwuOzEKaQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
黑莓动画,http://183.255.10.80:6610/200000001898/460000089800010002/1.m3u8?IASHttpSessionId=ACE
嘉佳卡通,http://183.255.10.74:6610/200000001898/460000089800010102/1.m3u8?IASHttpSessionId=ACE
金鹰卡通,http://183.255.10.72:6610/200000001898/460000089800010107/1.m3u8?IASHttpSessionId=ACE
哈哈炫动,http://183.255.10.76:6610/200000001898/460000089800010117/1.m3u8?IASHttpSessionId=ACE
